A4GALT	NM_017436
ZNF671	NM_024833
ZNF672	NM_024836
ZNF675	NM_138330
ZNF676	NM_001001411
ZNF678	NM_001367909
ZNF679	NM_153363
ZNF680	NM_178558
ZNF681	NM_138286
ZNF682	NM_033196
ZNF683	NM_001114759
ZNF684	NM_152373
ZNF687	NM_020832
ZNF689	NM_138447
ZNF69	NM_001364730
ZNF691	NM_001242739
ZNF692	NM_017865
ZNF695	NM_020394
ZNF696	NM_030895
ZNF697	NM_001080470
ZNF699	NM_198535
ZNF70	NM_021916
ZNF700	NM_144566
ZNF701	NM_018260
ZNF703	NM_025069
ZNF704	NM_001033723
ZNF705B	NM_001193630
ZNF705G	NM_001164457
ZNF706	NM_016096
ZNF707	NM_001100598
ZNF708	NM_021269
ZNF709	NM_152601
ZNF71	NM_001370215
ZNF710	NM_198526
ZNF711	NM_001330574
ZNF713	NM_182633
ZNF714	NM_182515
ZNF716	NM_001159279
ZNF717	NM_001290208
ZNF718	NM_001039127
ZNF721	NM_133474
ZNF723	NM_001349726
ZNF724	NM_001355404
ZNF726	NM_001244038
ZNF727	NM_001159522
ZNF728	NM_001267716
ZNF729	NM_001242680
ZNF730	NM_001277403
ZNF732	NM_001137608
ZNF736	NM_001170905
ZNF737	NM_001159293
ZNF74	NM_003426
ZNF740	NM_001004304
ZNF749	NM_001023561
ZNF750	NM_024702
ZNF75A	NM_001302109
ZNF75D	NM_007131
ZNF76	NM_003427
ZNF763	NM_001367172
ZNF764	NM_001172679
ZNF765	NM_001040185
ZNF766	NM_001010851
ZNF768	NM_024671
ZNF77	NM_021217
ZNF770	NM_014106
ZNF771	NM_001142305
ZNF773	NM_198542
ZNF774	NM_001004309
ZNF775	NM_173680
ZNF776	NM_173632
ZNF777	NM_015694
ZNF780B	NM_001005851
ZNF781	NM_152605
ZNF782	NM_001001662
ZNF783	NM_001195220
ZNF784	NM_203374
ZNF785	NM_152458
ZNF786	NM_152411
ZNF787	NM_001002836
ZNF789	NM_213603
ZNF79	NM_007135
ZNF790	NM_206894
ZNF791	NM_153358
ZNF792	NM_175872
ZNF793	NM_001013659
ZNF799	NM_001080821
ZNF8	NM_021089
ZNF80	NM_007136
ZNF800	NM_176814
ZNF804A	NM_194250
ZNF804B	NM_181646
ZNF805	NM_001023563
ZNF808	NM_001039886
ZNF813	NM_001004301
ZNF814	NM_001144989
ZNF816	NM_001202457
ZNF821	NM_001201552
ZNF823	NM_001080493
ZNF827	NM_001306215
ZNF830	NM_052857
ZNF835	NM_001005850
ZNF837	NM_138466
ZNF843	NM_001136509
ZNF844	NM_001136501
ZNF845	NM_138374
ZNF85	NM_003429
ZNF850	NM_001193552
ZNF853	NM_017560
ZNF860	NM_001137674
ZNF862	NM_001099220
ZNF878	NM_001080404
ZNF879	NM_001136116
ZNF880	NM_001145434
ZNF90	NM_007138
ZNF91	NM_003430
ZNF92	NM_152626
ZNF93	NM_031218
ZNF98	NM_001098626
ZNF99	NM_001080409
ZNFX1	NM_021035
ZNHIT1	NM_006349
ZNHIT2	NM_014205
ZNHIT3	NM_004773
ZNHIT6	NM_017953
ZNRD1	NM_170783
ZNRD2	NM_006396
ZNRF1	NM_032268
ZNRF2	NM_147128
ZNRF3	NM_001206998
ZNRF4	NM_181710
ZP2	NM_001376232
ZP3	NM_001110354
ZPBP	NM_007009
ZPBP2	NM_199321
ZPR1	NM_003904
ZRANB1	NM_017580
ZRANB2	NM_203350
ZRANB3	NM_032143
ZSCAN1	NM_182572
ZSCAN10	NM_032805
ZSCAN16	NM_025231
ZSCAN18	NM_001145543
ZSCAN2	NM_181877
ZSCAN21	NM_145914
ZSCAN22	NM_181846
ZSCAN25	NM_145115
ZSCAN30	NM_001112734
ZSCAN32	NM_001284527
ZSCAN9	NM_006299
ZSWIM1	NM_080603
ZSWIM2	NM_182521
ZSWIM3	NM_080752
ZSWIM5	NM_020883
ZSWIM6	NM_020928
ZSWIM7	NM_001042697
ZSWIM8	NM_001367799
ZSWIM9	NM_199341
ZUP1	NM_145062
ZW10	NM_004724
ZWILCH	NM_017975
ZWINT	NM_007057
ZXDC	NM_025112
ZYG11A	NM_001004339
ZYG11B	NM_024646
ZYX	NM_003461
ZZEF1	NM_015113
ZZZ3	NM_015534
AAK1	NM_014911
ABCB5	NM_001163941
ABCB8	NM_007188
ABCC11	NM_001370497
ABCC12	NM_033226
ABCC9	NM_005691
ABCF3	NM_018358
ABHD11	NM_148912
ABI1	NM_005470
ABR	NM_001322841
ACACB	NM_001093
ACOT11	NM_147161
ACOT2	NM_006821
ACOT4	NM_152331
ACOT7	NM_181864
ACSBG2	NM_001289177
ACSL1	NM_001995
ACSL5	NM_016234
ACSM1	NM_001318890
ACTR3C	NM_001351028
ACTRT1	NM_138289
ADAM12	NM_001288973
ADAM22	NM_021723
ADAMDEC1	NM_014479
ADAMTS15	NM_139055
ADAMTS19	NM_133638
ADAMTS9-AS2	NR_038264
ADAMTSL4	NM_019032
ADAT1	NM_012091
ADCY3	NM_004036
ADCY4	NM_001198568
ADCY6	NM_015270
ADD1	NM_014190
ADGRA1	NM_001083909
ADGRB1	NM_001702
ADGRB2	NM_001294335
ADGRL1	NM_001008701
ADGRL2	NM_012302
ADH7	NM_000673
ADORA2B	NM_000676
ADPRHL1	NM_138430
ADRB2	NM_000024
AFAP1	NM_001134647
AFDN	NM_001207008
AFF1	NM_001166693
AFF3	NM_002285
AGAP2	NM_014770
AGBL1	NM_152336
AGFG1	NM_001135187
AGPS	NM_003659
AGTR1	NM_031850
AHRR	NM_020731
AK9	NM_001145128
AKR1A1	NM_153326
AKR1C2	NM_001354
AKR1C4	NM_001818
AKR7A2	NM_003689
AKT1	NM_005163
ALDH9A1	NM_000696
ALOX5AP	NM_001629
AMBRA1	NM_017749
AMIGO2	NM_001143668
AMOT	NM_001113490
AMOTL2	NM_016201
AMPD1	NM_000036
AMPD3	NM_000480
AMY1A	NM_004038
AMY2A	NM_000699
AMY2B	NM_020978
AMZ1	NM_133463
ANGPTL6	NM_001321411
ANKAR	NM_144708
ANKDD1B	NM_001276713
ANKMY1	NM_001282771
ANKRD36C	NM_001310154
ANKS1B	NM_152788
ANO1	NM_018043
ANO2	NM_001278596
ANTXR1	NM_032208
AOPEP	NM_032823
AP1B1	NM_001127
APBA2	NM_005503
APLNR	NM_005161
APLP2	NM_001142276
APOBEC2	NM_006789
APOBEC3H	NM_181773
APOL3	NM_145640
ARAP1	NM_015242
ARHGAP20	NM_020809
ARHGAP32	NM_001142685
ARHGAP33	NM_052948
ARHGAP39	NM_025251
ARHGAP45	NM_012292
ARHGAP8	NM_001017526
ARHGEF18	NM_015318
ARHGEF28	NM_001080479
ARHGEF7	NM_001113511
ARID3B	NM_006465
ARL16	NM_001040025
ARMCX4	NM_001256155
ARNTL	NM_001297719
ARNTL2	NM_020183
ARPP21	NM_016300
ARSG	NM_014960
ASB18	NM_212556
ASGR2	NM_080912
ASIC2	NM_183377
ASIC4	NM_182847
ASIP	NM_001672
ASPRV1	NM_152792
ASTL	NM_001002036
ASTN2	NM_001365068
ATAD1	NM_032810
ATF4	NM_001675
ATF5	NM_012068
ATF7IP	NM_181352
ATG101	NM_001098673
ATG13	NM_014741
ATG7	NM_006395
ATP10A	NM_024490
ATP11A	NM_032189
ATP11C	NM_001010986
ATP2B1	NM_001366521
ATP2B3	NM_001001344
ATP2C1	NM_014382
ATP5MC3	NM_001689
ATP8A1	NM_006095
ATP8B2	NM_001370597
ATP8B3	NM_138813
ATXN2L	NM_148414
ATXN3L	NM_001135995
ATXN7L3	NM_020218
AURKA	NM_198437
AVIL	NM_006576
B3GNT8	NM_198540
B3GNTL1	NM_001009905
B4GALT6	NM_004775
BAG1	NM_004323
BAG6	NM_080702
BAIAP2	NM_006340
BANP	NM_079837
BCAS1	NM_003657
BCAS4	NM_017843
BCL2	NM_000633
BCL2L12	NM_001197125
BCL9L	NM_182557
BCORL1	NM_021946
BDKRB2	NM_000623
BEGAIN	NM_001159531
BICRA	NM_015711
BICRAL	NM_001318819
BIRC6	NM_016252
BMP2K	NM_001040202
BMP3	NM_001201
BNC1	NM_001717
BOC	NM_001301861
BRCC3	NM_024332
BRD1	NM_001304808
BRD4	NM_058243
BRDT	NM_001726
BRWD1	NM_033656
BSCL2	NM_032667
BTAF1	NM_003972
BTBD8	NM_001376131
BTG4	NM_017589
BTN1A1	NM_001732
BTNL2	NM_001304561
C10orf90	NM_001004298
C11orf45	NM_000890
C16orf96	NM_001145011
C17orf80	NM_017941
C19orf48	NM_199249
C1D	NM_173177
C1QTNF9B	NM_001007537
C1orf127	NM_001170754
C20orf141	NM_001256538
C2CD2L	NM_014807
C2CD3	NM_015531
C2orf42	NM_017880
C3orf35	NM_178339
C8orf86	NM_001369355
CABLES1	NM_001100619
CABP4	NM_145200
CACNA2D2	NM_001174051
CACNB4	NM_000726
CADM1	NM_001301043
CADM2	NM_001167675
CALCA	NM_001741
CAMK2G	NM_172171
CAMSAP2	NM_203459
CAP1	NM_001105530
CAPRIN2	NM_001002259
CAPS2	NM_032606
CARD11	NM_032415
CARD16	NM_001017534
CARD17	NM_001007232
CASK	NM_003688
CASP12	NM_001191016
CASS4	NM_001164116
CBWD1	NM_018491
CBY1	NM_015373
CC2D1B	NM_001330585
CCAR2	NM_021174
CCDC102B	NM_024781
CCDC141	NM_173648
CCDC144NL-AS1	NR_164128
CCDC18	NM_206886
CCDC180	NM_020893
CCDC190	NM_178550
CCDC91	NM_018318
CCHCR1	NM_001105564
CCL25	NM_005624
CCL26	NM_001371938
CCN2	NM_001901
CCN5	NM_001323370
CCP110	NM_014711
CCR5	NM_000579
CCR6	NM_031409
CCSER1	NM_001145065
CD101	NM_001256106
CD163	NM_004244
CD36	NM_001001547
CDC42BPA	NM_003607
CDH12	NM_004061
CDIN1	NM_001321759
CDK11B	NM_033486
CDKN2A	NM_000077
CDKN2B-AS1	NC_000009
CDON	NM_016952
CDR1	NM_004065
CDX4	NM_005193
CECR2	NM_001290046
CELF1	NM_001172639
CELF2	NM_001326325
CENATAC	NM_198489
CENPI	NM_006733
CEP19	NM_032898
CEP57L1	NM_173830
CEP63	NM_001042384
CEP85	NM_001319944
CERS1	NM_001492
CERS3	NM_001290343
CERT1	NM_001130105
CFAP20DC	NM_198463
CFAP251	NM_144668
CFAP57	NM_152498
CFAP70	NM_001350933
CFAP74	NM_001304360
CGB2	NM_033378
CGNL1	NM_032866
CHAT	NM_020549
CHD9	NM_025134
CHEK1	NM_001114121
CHFR	NM_001161346
CHIC1	NM_001039840
CHPF2	NM_019015
CHRD	NM_003741
CHRM2	NM_000739
CHRNA5	NM_000745
CHST5	NM_024533
CHURC1	NM_145165
CIC	NM_015125
CLASP1	NM_015282
CLASP2	NM_015097
CLCN6	NM_001286
CLDN2	NM_020384
CLEC10A	NM_001330070
CLEC4A	NM_016184
CLEC4C	NM_130441
CLIC6	NM_053277
CLIP1	NM_002956
CLN3	NM_000086
CLRN1	NM_174878
CLUH	NM_001366661
CMIP	NM_198390
CNGA1	NM_000087
CNGA2	NM_005140
CNGB3	NM_019098
CNOT2	NM_014515
CNOT6L	NM_001286790
CNR1	NM_016083
CNTN3	NM_020872
CNTNAP5	NM_130773
CNTRL	NM_007018
COG5	NM_006348
COG8	NM_032382
COL13A1	NM_001130103
COL18A1	NM_030582
COL20A1	NM_020882
COL6A5	NM_153264
COL6A6	NM_001102608
COL9A1	NM_001851
COMMD3-BMI1	NM_005180
COMMD7	NM_053041
CORO6	NM_032854
CPEB1	NM_030594
CPLANE1	NM_023073
CPNE6	NM_006032
CRBN	NM_016302
CREBZF	NM_001039618
CREM	NM_183013
CSAD	NM_001244705
CSF2RA	NM_172245
CSGALNACT1	NM_018371
CSK	NM_004383
CSMD2	NM_052896
CSNK1D	NM_139062
CSPP1	NM_024790
CST4	NM_001899
CTAG2	NM_020994
CTCFL	NM_001269040
CTDSP1	NM_021198
CTNNA2	NM_001164883
CXCL12	NM_199168
CXCL16	NM_001100812
CXXC1	NM_001101654
CYHR1	NM_138496
CYP1B1	NM_000104
CYP26B1	NM_019885
CYP2A7	NM_000764
CYP2R1	NM_024514
CYREN	NM_024033
CYSLTR2	NM_001308467
DAB1	NM_001365792
DAB2IP	NM_032552
DAOA	NM_001161814
DAPK2	NM_014326
DBI	NM_001079862
DBN1	NM_080881
DBT	NM_001918
DCAF15	NM_138353
DCAF6	NM_001198956
DCDC1	NM_020869
DCTD	NM_001921
DCTN1	NM_004082
DDIT3	NM_004083
DDR1	NM_013994
DDX17	NM_006386
DDX27	NM_017895
DDX56	NM_019082
DDX60L	NM_001012967
DEF8	NM_001242818
DELEC1	NR_163556
DENND1A	NM_020946
DENND3	NM_001352890
DEUP1	NM_181645
DGKZ	NM_201532
DHRS7C	NM_001105571
DIO3	NM_001362
DKK3	NM_015881
DLG1	NM_004087
DLG2	NM_001142699
DLGAP4	NM_014902
DMRT2	NM_006557
DMXL1	NM_005509
DNAH1	NM_015512
DNAH12	NM_001366028
DNAH14	NM_001367479
DNAH2	NM_020877
DNAH3	NM_017539
DNAH5	NM_001369
DNAI3	NM_145172
DNAJB11	NM_016306
DNAJB3	NM_001072
DNAJB5	NM_001135004
DNAJB8	NM_153330
DNASE1	NM_005223
DNPEP	NM_012100
DOCK10	NM_014689
DOCK11	NM_144658
DOCK9	NM_015296
DOK1	NM_001381
DOK4	NM_001330556
DOP1B	NM_001320714
DPH1	NM_001383
DPP10	NM_020868
DPP3	NM_130443
DPP9	NM_139159
DPPA4	NM_018189
DPRX	NM_001012728
DRAM2	NM_178454
DROSHA	NM_013235
DRP2	NM_001939
DSEL	NM_032160
DST	NM_015548
DTNA	NM_001390
DTNB	NM_021907
DTX1	NM_004416
DTX2	NM_001102594
DUOXA1	NM_001276267
DUSP11	NM_003584
DUSP13	NM_001007271
DUSP22	NM_001286555
DYNC1I1	NM_004411
DYNC2I1	NM_018051
DYNC2I2	NM_052844
DYNLT2B	NM_152773
EBF4	NM_001110514
ECI2	NM_206836
ECT2	NM_001258315
ECT2L	NM_001077706
EEF1D	NM_032378
EFCAB2	NM_001143943
EFCAB5	NM_198529
EHMT2	NM_006709
EIF2S1	NM_004094
EIF4E	NM_001130679
EIF4G2	NM_001418
EIF4G3	NM_001198801
ELAPOR1	NM_020775
ELF2	NM_001331036
ELFN1	NM_001128636
ELK1	NM_001114123
ELMO1	NM_001206480
ELOA	NM_003198
ELOA2	NM_016427
ELP5	NM_015362
EME2	NM_001257370
EML5	NM_183387
EML6	NM_001039753
EMSY	NM_020193
ENAH	NM_001008493
ENOX2	NM_182314
EPB41	NM_004437
EPB41L3	NM_012307
EPHA5	NM_004439
EPHA6	NM_001080448
EPHB2	NM_004442
EPHX1	NM_000120
EPSTI1	NM_033255
ERBB2	NM_004448
ERBIN	NM_001253697
ESR2	NM_001040275
ESRRB	NM_004452
EVI5	NM_005665
EVX2	NM_001080458
EXO5	NM_022774
EXOC3L2	NM_001382422
FAAH2	NM_174912
FABP12	NM_001105281
FAM107B	NM_031453
FAM111A	NM_001142519
FAM133A	NM_173698
FAM135A	NM_001105531
FAM177A1	NM_001079519
FAM189A1	NM_015307
FAM189A2	NM_001347995
FAM222B	NM_001288631
FAM47A	NM_203408
FAM53A	NM_001013622
FAM71F1	NM_032599
FAM98C	NM_174905
FAT2	NM_001447
FAT3	NM_001008781
FBRSL1	NM_001142641
FBXL19	NM_001099784
FBXO33	NM_203301
FBXO41	NM_001080410
FBXW11	NM_012300
FCER1A	NM_002001
FCGR2B	NM_004001
FCHO1	NM_001161358
FFAR2	NM_001370087
FGD4	NM_139241
FGF12	NM_021032
FGF14	NM_004115
FGF5	NM_004464
FGFR3	NM_000142
FHDC1	NM_033393
FHOD3	NM_025135
FIGNL1	NM_001042762
FITM1	NM_203402
FLRT1	NM_014067
FN1	NM_212482
FNBP1L	NM_001164473
FOCAD	NM_017794
FOXA2	NM_021784
FOXP4	NM_001012426
FPGT-TNNI3K	NM_015978
FREM1	NM_144966
FRMD1	NM_024919
FRMPD3	NM_032428
FRRS1L	NM_014334
FSHB	NM_000510
FTCDNL1	NM_001350854
FUT1	NM_001329877
FUT4	NM_002033
FUT6	NM_000150
FZD7	NM_003507
GAB1	NM_002039
GABPA	NM_002040
GALNT1	NM_020474
GANC	NM_198141
GAPT	NM_001304428
GAS2	NM_001143830
GAS7	NM_201433
GATAD2A	NM_001300946
GBF1	NM_004193
GBP5	NM_052942
GDF9	NM_001288825
GEMIN8	NM_001042480
GFRA1	NM_005264
GFRA4	NM_145762
GGT5	NM_004121
GHRH	NM_021081
GIGYF1	NM_001375765
GIMAP5	NM_018384
GK	NM_000167
GLIS1	NM_147193
GLT8D2	NM_031302
GNAS	NM_000516
GNAT2	NM_005272
GNB5	NM_016194
GNRH2	NM_178331
GOLGA2	NM_004486
GOLGA3	NM_005895
GOLGA4	NM_001172713
GOLGA8A	NM_181077
GOLGA8B	NM_001023567
GOLGA8J	NM_001282472
GOLGB1	NM_001256486
GON4L	NM_032292
GORASP1	NM_031899
GP5	NM_004488
GPAT2	NM_001321525
GPR119	NM_178471
GPR141	NM_001329993
GPR142	NM_181790
GPR151	NC_000005
GPR155	NM_152529
GPR161	NM_001267609
GPR17	NM_001161415
GPR174	NM_032553
GPR18	NM_001144072
GPR35	NM_001195381
GPR6	NM_001286099
GPR85	NM_001146265
GPRASP2	NM_138437
GPS1	NM_212492
GRAMD1B	NM_001286563
GREB1L	NM_001142966
GRIA2	NM_000826
GRID2IP	NM_001145118
GRIK1	NM_000830
GRIK2	NM_021956
GRIK5	NM_001301030
GRIN2D	NM_000836
GRIP1	NM_021150
GRM3	NM_000840
GRM5	NM_001143831
GRXCR1	NM_001080476
GRXCR2	NM_001080516
GSDMB	NM_001042471
GSN	NM_001127666
GTDC1	NM_001006636
GTF2H2	NM_001515
GTF2I	NM_032999
GTF2IRD1	NM_005685
GTF2IRD2	NM_173537
GUCA1A	NM_000409
H2BW1	NM_001002916
H2BW2	NM_001164416
H4C2	NM_003544
H4C5	NM_003545
H4C9	NM_003495
HAUS4	NM_001166269
HAUS7	NR_073156
HCK	NM_002110
HCRTR1	NM_001525
HCRTR2	NM_001526
HDAC5	NM_001015053
HDAC9	NM_178423
HDLBP	NM_005336
HECTD2	NM_001284274
HECTD4	NM_001109662
HELQ	NM_133636
HELZ2	NM_001037335
HEPH	NM_014799
HERC4	NM_015601
HHIPL1	NM_001329411
HIF3A	NM_152795
HJV	NM_213653
HLA-C	NC_000006
HLA-DPA1	NM_001242525
HLA-DRB1	NM_001243965
HLA-G	NM_002127
HLCS	NM_000411
HMGA2	NM_003483
HMX2	NM_005519
HNRNPA2B1	NM_002137
HNRNPDL	NM_031372
HNRNPH1	NM_001257293
HNRNPL	NM_001533
HOOK2	NM_013312
HOXC5	NM_014620
HOXD3	NM_006898
HPN	NM_002151
HPR	NM_020995
HPS4	NM_022081
HRH1	NM_001098212
HS6ST2	NM_001077188
HSD17B7	NM_016371
HSH2D	NM_032855
HSPA2	NM_021979
HSPB7	NM_014424
HTR1D	NM_000864
HTR2C	NM_000868
HTR3A	NM_000869
HTR3B	NM_006028
HTR3E	NM_182589
HUS1B	NM_018303
HYI	NM_001365999
ICOSLG	NM_015259
IFI16	NM_001376587
IFNA4	NM_021068
IFNA5	NM_002169
IFRD1	NM_001550
IFRD2	NM_006764
IFT43	NM_052873
IFT74	NM_025103
IFT88	NM_006531
IGHM	NC_000014
IGSF10	NM_178822
IKZF2	NM_016260
IL16	NM_001172128
IL17D	NM_138284
IL18R1	NM_003855
IL18RAP	NM_003853
IL1F10	NM_173161
IL25	NM_022789
IL31RA	NM_001242638
IL33	NM_001314044
IL34	NM_152456
IL37	NM_014439
IL9R	NM_002186
ILF3	NM_017620
IMMT	NM_006839
INS-IGF2	NM_001042376
INTS2	NM_001351695
IPCEF1	NM_001130699
IQCK	NM_153208
IQGAP2	NM_006633
IRAG1	NM_130385
IRF2BP2	NM_182972
IRGM	NM_001145805
IRGQ	NM_001007561
IRS1	NM_005544
IRS4	NM_003604
ITIH3	NM_002217
ITPKB	NM_002221
ITPR1	NM_002222
ITPRID1	NM_194300
ITPRIPL1	NM_001163524
ITSN2	NM_006277
IVL	NM_005547
JADE2	NM_001289985
JMJD4	NM_023007
JOSD1	NM_014876
KALRN	NM_001024660
KANK2	NM_001136191
KANSL1	NM_001193466
KAT14	NM_020536
KATNAL2	NM_031303
KATNIP	NM_015202
KCNA6	NM_002235
KCNAB1	NM_172160
KCNAB2	NM_001199861
KCNG4	NM_172347
KCNJ1	NM_000220
KCNJ11	NM_000525
KCNJ16	NM_018658
KCNMB3	NM_171830
KCNN1	NM_002248
KCNQ2	NM_172107
KCNQ5	NM_019842
KCNT2	NM_198503
KCTD11	NM_001002914
KCTD17	NM_001282684
KDM6B	NM_001080424
KHSRP	NM_003685
KIAA0825	NM_001145678
KIAA1109	NM_015312
KIAA1210	NM_020721
KIAA1549L	NM_012194
KIF12	NM_138424
KIF17	NM_001122819
KIF1A	NM_004321
KIF20B	NM_001284259
KIF21B	NM_001252102
KIF24	NM_194313
KIF25	NM_030615
KIF26A	NM_015656
KIR3DL1	NM_013289
KLC1	NM_001130107
KLHDC7A	NM_152375
KLHL13	NM_033495
KLHL38	NM_001081675
KLK12	NM_145894
KLK14	NM_001369775
KLK4	NM_004917
KLRC2	NM_002260
KNG1	NM_000893
KNSTRN	NM_033286
KPNA7	NM_001145715
KPRP	NM_001025231
KRBA1	NM_032534
KRT10	NM_000421
KRT36	NM_003771
KRT8	NM_002273
KRTAP5-5	NM_001001480
LAGE3	NM_006014
LAMA3	NM_000227
LAMTOR4	NM_001008395
LANCL2	NM_018697
LAYN	NM_001258390
LBX1	NM_006562
LCE1C	NM_178351
LCE3C	NM_178434
LCN1	NM_002297
LCTL	NM_207338
LGALS9B	NM_001042685
LGR6	NM_001017403
LHFPL3	NM_199000
LHX6	NM_014368
LHX8	NM_001001933
LILRA6	NM_024318
LIMA1	NM_001113546
LIMS1	NM_001193485
LIN7A	NM_004664
LIN9	NM_173083
LINC00630	NC_000023
LINGO1	NM_032808
LINGO2	NM_152570
LIPI	NM_198996
LMLN	NM_001136049
LMTK3	NM_001080434
LOC100996325	NR_103444
LOC101927583	NR_120450
LOC106804613	NC_000016
LOC107372315	NM_001641
LOC110806306	NR_001566
LOC111365204	NC_000006
LOC118142757	NM_000409
LOXHD1	NM_144612
LPAR1	NM_001401
LPAR2	NM_004720
LPAR4	NM_005296
LPAR6	NM_005767
LPP	NM_001167672
LRFN5	NM_152447
LRGUK	NM_144648
LRRC26	NM_001013653
LRRC37A	NM_001103154
LRRC37A3	NM_199340
LRRC3B	NM_001317808
LRRC41	NM_006369
LRRC74A	NM_194287
LRRC74B	NM_001291006
LRRC8B	NM_001134476
LRTOMT	NM_001145308
LSR	NM_205834
LTBP1	NM_206943
LTBP3	NM_001130144
LUZP1	NM_033631
LY6G5B	NM_021221
LZTS2	NM_001318099
M1AP	NM_138804
MACF1	NM_012090
MACROD2	NM_080676
MACROH2A1	NM_138610
MAD1L1	NM_003550
MADD	NM_003682
MAGEA4	NM_001011548
MAGEA6	NM_005363
MAGEB1	NM_002363
MAGEB16	NM_001099921
MAGEB3	NM_002365
MAGI1	NM_015520
MAN1C1	NM_020379
MAN2A1	NM_002372
MAP10	NM_019090
MAP2	NM_001039538
MAP3K15	NM_001001671
MAP3K2	NM_006609
MAP4	NM_002375
MAP4K4	NM_145686
MAP4K5	NM_006575
MAP6	NM_033063
MAP7D1	NM_018067
MAPK8	NM_139046
MARCO	NM_006770
MARK2	NM_001039469
MAST3	NM_015016
MAST4	NM_001164664
MATN4	NM_003833
MBD1	NM_015846
MBD4	NM_001276270
MBNL1	NM_001376819
MBNL3	NM_018388
MCEMP1	NM_174918
MCF2	NM_005369
MCHR1	NM_005297
MCM10	NM_018518
MCM9	NM_017696
MCTP1	NM_024717
MCTP2	NM_018349
MCU	NM_138357
MCUR1	NM_001031713
MDFI	NM_005586
MDFIC	NM_199072
MDGA2	NM_001113498
MDM1	NM_017440
MDM2	NM_002392
ME3	NM_001014811
MED12L	NM_053002
MED19	NM_153450
MEF2A	NM_005587
MEIOB	NM_001163560
MEMO1	NM_001301852
MEPE	NM_001184694
METTL8	NM_001321157
MGA	NM_001164273
MGAM2	NM_001293626
MGAT4C	NM_013244
MGLL	NM_007283
MIA2	NM_203354
MIB2	NM_080875
MICAL2	NM_014632
MID1IP1	NM_001098791
MID2	NM_012216
MIDN	NM_177401
MIEF1	NM_001304564
MIGA2	NM_032809
MIR181A1HG	NR_040073
MIR183	NR_029615
MIR204	NM_001366145
MIR2861	NR_036055
MIR96	NR_029512
MKNK2	NM_199054
MLLT10	NM_001195626
MLX	NM_198204
MMP26	NM_021801
MOV10	NM_001130079
MPDZ	NM_003829
MPIG6B	NM_138272
MPP6	NM_001303037
MPP7	NM_173496
MPST	NM_021126
MR1	NM_001194999
MRAP	NM_206898
MRGPRX1	NM_147199
MRGPRX3	NM_054031
MROH2A	NM_001367507
MRPL43	NM_176792
MRPS22	NM_020191
MRTFA	NM_020831
MSRB1	NM_016332
MST1	NM_020998
MT-ATP6	NC_012920
MT-ATP8	NC_012920
MT-CO1	NC_012920
MT-CO2	NC_012920
MT-CO3	NC_012920
MT-CYB	NC_012920
MT-ND1	NC_012920
MT-ND2	NC_012920
MT-ND3	NC_012920
MT-ND4	NC_012920
MT-ND4L	NC_012920
MT-ND5	NC_012920
MT-ND6	NC_012920
MT-RNR1	NC_012920
MT-RNR2	NC_012920
MT-TA	NC_012920
MT-TC	NC_012920
MT-TD	NC_012920
MT-TE	NC_012920
MT-TF	NC_012920
MT-TG	NC_012920
MT-TH	NC_012920
MT-TI	NC_012920
MT-TK	NC_012920
MT-TL1	NC_012920
MT-TL2	NC_012920
MT-TM	NC_012920
MT-TN	NC_012920
MT-TP	NC_012920
MT-TQ	NC_012920
MT-TR	NC_012920
MT-TS1	NC_012920
MT-TS2	NC_012920
MT-TT	NC_012920
MT-TV	NC_012920
MT-TW	NC_012920
MT-TY	NC_012920
MTCL1	NM_015210
MTHFD1L	NM_015440
MTHFD2L	NM_001144978
MTIF3	NM_152912
MTMR4	NM_004687
MTPAP	NM_018109
MTR	NM_000254
MTTP	NM_000253
MTUS1	NM_001001924
MTUS2	NM_001033602
MTX1	NM_002455
MUC12	NM_001164462
MUC16	NM_024690
MXI1	NM_130439
MYBL1	NM_001080416
MYC	NM_002467
MYH15	NM_014981
MYH7B	NM_020884
MYNN	NM_018657
MYO18A	NM_078471
MYO19	NM_001163735
MYO1H	NM_001101421
MYO7B	NM_001080527
MYO9B	NM_001130065
NAA38	NM_001320924
NAPEPLD	NM_001122838
NAV1	NM_020443
NAXD	NM_001242882
NBEA	NM_015678
NBEAL1	NM_001114132
NBPF1	NM_017940
NBPF3	NM_032264
NBPF7	NM_001047980
NCAM1	NM_181351
NCOA1	NM_003743
NCOA4	NM_001145260
NCOR2	NM_006312
NDRG2	NM_001320329
NDRG4	NM_001130487
NDUFS2	NM_004550
NEDD4	NM_006154
NEDD8-MDP1	NM_138476
NEK10	NM_199347
NFASC	NM_015090
NFATC1	NM_006162
NFIX	NM_002501
NHSL1	NM_020464
NHSL2	NM_001013627
NIBAN3	NM_001321827
NIN	NM_020921
NIPA2	NM_030922
NIPAL4	NM_001099287
NKRF	NM_017544
NKX1-1	NM_001290079
NKX2-6	NM_001136271
NKX6-1	NM_006168
NLGN1	NM_014932
NLGN4Y	NM_014893
NLRC5	NM_032206
NLRP10	NM_176821
NLRP11	NM_145007
NLRP13	NM_001321057
NLRP6	NM_138329
NLRP7	NM_001127255
NMBR	NM_002511
NME3	NM_002513
NMRK2	NM_001289117
NOL3	NM_003946
NPAS3	NM_173159
NPFF	NM_001320296
